Director_Name,Runtime,Gross,Genres,Movie_Title,Plot_Keywords,Language,Content_Rating,Budget,Aspect_Ratio,Movie_ID,Production_Companies,Release_Date,Revenue
Kevin Reynolds,176.0,88246220.0,Action|Adventure|Sci-Fi|Thriller,Waterworld,future|sail|sea|smoker|water,English,PG-13,175000000.0,1.85,9804,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Licht/Mueller Film Corporation"", ""id"": 6092}]",1995-07-28,264218220
Stephen Sommers,118.0,150167630.0,Action|Adventure|Sci-Fi|Thriller,G.I. Joe: The Rise of Cobra,cobra|gi joe|snake|train|warhead,English,PG-13,175000000.0,2.35,14869,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Hasbro"", ""id"": 2598}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",2009-08-04,302469017
Pete Docter,95.0,356454367.0,Adventure|Animation|Comedy|Drama|Family|Fantasy,Inside Out,anger|joy|memory|running away|sadness,English,PG,175000000.0,1.85,150540,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2015-06-09,857611174
Jon Favreau,124.0,312057433.0,Action|Adventure|Sci-Fi,Iron Man 2,hammer|military|monaco|revenge|tony stark,English,PG-13,200000000.0,2.35,10138,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2010-04-28,623933331
Rupert Sanders,132.0,155111815.0,Action|Adventure|Drama|Fantasy,Snow White and the Huntsman,evil queen|fairy tale|magic|queen|snow white,English,PG-13,170000000.0,2.35,58595,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Roth Films"", ""id"": 16314}]",2012-05-30,396600000
Robert Stromberg,97.0,241407328.0,Action|Adventure|Family|Fantasy|Romance,Maleficent,curse|dark fantasy|fairy|king|kingdom,English,PG,180000000.0,2.35,102651,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Roth Films"", ""id"": 16314}]",2014-05-28,758539785
Matt Reeves,130.0,208543795.0,Action|Adventure|Drama|Sci-Fi,Dawn of the Planet of the Apes,ape|dam|leader|post apocalypse|sequel,English,PG-13,170000000.0,1.85,119450,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2014-06-26,710644566
Carl Rinsch,128.0,38297305.0,Action|Adventure|Drama|Fantasy,47 Ronin,box office flop|ronin|samurai|shogun|tournament,English,PG-13,175000000.0,2.35,64686,"[{""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Universal"", ""id"": 6292}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""H2F Entertainment"", ""id"": 20851}]",2013-12-06,150962475
Anthony Russo,136.0,259746958.0,Action|Adventure|Sci-Fi,Captain America: The Winter Soldier,conspiracy|heroism|megalomaniac|super soldier|world domination,English,PG-13,170000000.0,2.35,100402,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2014-03-20,714766572
Mike Mitchell,93.0,238371987.0,Adventure|Animation|Comedy|Family|Fantasy,Shrek Forever After,alternate world|fairy tale parody|female warrior|ogre|true love,English,PG,165000000.0,2.35,10192,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",2010-05-16,752600867
Brad Bird,130.0,93417865.0,Action|Adventure|Family|Mystery|Sci-Fi,Tomorrowland,boy genius|futuristic city|inventor|teenage girl|time travel,English,PG,190000000.0,2.2,158852,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Babieka"", ""id"": 20656}, {""name"": ""A113"", ""id"": 59778}]",2015-05-19,209154322
Don Hall,102.0,222487711.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Big Hero 6,high tech|martial arts|masked man|robot|superhero,English,PG,165000000.0,2.39,177572,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2014-10-24,652105443
Rich Moore,101.0,189412677.0,Adventure|Animation|Comedy|Family|Sci-Fi,Wreck-It Ralph,arcade|candy|glitch|king|medal,English,PG,165000000.0,2.35,82690,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2012-11-01,471222889
Robert Zemeckis,100.0,665426.0,Adventure|Animation|Family|Fantasy,The Polar Express,boy|christmas|christmas eve|north pole|train,English,G,165000000.0,2.35,5255,"[{""name"": ""Golden Mean"", ""id"": 1867}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""ImageMovers"", ""id"": 11395}]",2004-11-10,305875730
Roland Emmerich,120.0,102315545.0,Action|Adventure|Sci-Fi,Independence Day: Resurgence,alien|battle|defense|independence day|mothership,English,PG-13,165000000.0,2.35,47933,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Stereo D"", ""id"": 86561}]",2016-06-22,389681935
Dean DeBlois,98.0,217387997.0,Adventure|Animation|Family|Fantasy,How to Train Your Dragon,dragon|island|training|viking|village,English,PG,165000000.0,2.35,10191,"[{""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Mad Hatter Entertainment"", ""id"": 20154}]",2010-03-05,494878759
Jonathan Mostow,109.0,150350192.0,Action|Sci-Fi,Terminator 3: Rise of the Machines,drifter|exploding truck|future|machine|skynet,English,R,200000000.0,2.35,296,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}]",2003-07-02,435000000
James Gunn,121.0,333130696.0,Action|Adventure|Sci-Fi,Guardians of the Galaxy,bounty hunter|outer space|raccoon|talking animal|tree,English,PG-13,170000000.0,2.35,118340,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Bulletproof Cupid"", ""id"": 54850}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2014-07-30,773328629
Christopher Nolan,169.0,187991439.0,Adventure|Drama|Sci-Fi,Interstellar,black hole|father daughter relationship|saving the world|space travel|wormhole,English,PG-13,165000000.0,2.35,157336,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",2014-11-05,675120017
Christopher Nolan,148.0,292568851.0,Action|Adventure|Sci-Fi|Thriller,Inception,ambiguous ending|corporate espionage|dream|subconscious|thief,English,PG-13,160000000.0,2.35,27205,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}]",2010-07-14,825532764
Peter Jackson,182.0,303001229.0,Adventure|Fantasy,The Hobbit: An Unexpected Journey,dragon|dwarf|hobbit|orc|wizard,English,PG-13,180000000.0,2.35,49051,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2012-11-26,1021103568
Rob Cohen,106.0,144512310.0,Action|Crime|Thriller,The Fast and the Furious,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,English,PG-13,38000000.0,2.35,9799,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}, {""name"": ""Mediastream Film GmbH & Co. Productions KG"", ""id"": 26282}]",2001-06-22,207283925
David Fincher,166.0,127490802.0,Drama|Fantasy|Romance,The Curious Case of Benjamin Button,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,English,PG-13,150000000.0,2.35,4922,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]",2008-11-24,333932083
Matthew Vaughn,132.0,146405371.0,Action|Adventure|Sci-Fi,X-Men: First Class,cia|cia agent|mutant|nuclear war|professor,English,PG-13,160000000.0,2.35,49538,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}]",2011-05-24,353624124
Francis Lawrence,137.0,281666058.0,Adventure|Sci-Fi,The Hunger Games: Mockingjay - Part 2,death of sister|dystopia|execution|rebellion|revolution,English,PG-13,160000000.0,2.35,131634,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]",2015-11-18,653428261
Jon Turteltaub,109.0,63143812.0,Action|Adventure|Family|Fantasy,The Sorcerer's Apprentice,chosen one|enchanted object|love|spell|training,English,PG,150000000.0,2.35,27022,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""Junction Entertainment"", ""id"": 19097}]",2010-07-13,215283742
Wolfgang Petersen,98.0,60655503.0,Action|Adventure|Drama|Thriller,Poseidon,cruise|escape|ocean|passenger|water,English,PG-13,160000000.0,2.35,503,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Irwin Allen Productions"", ""id"": 14024}, {""name"": ""Radiant Productions"", ""id"": 18990}, {""name"": ""Synthesis Entertainment"", ""id"": 19943}]",2006-05-12,181674817
James Bobin,113.0,76846624.0,Adventure|Family|Fantasy,Alice Through the Looking Glass,clock|dark fantasy|mad hatter|queen|sequel,English,PG,170000000.0,1.85,241259,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Legend3D"", ""id"": 37455}]",2016-05-25,299370084
Chris Miller,93.0,320706665.0,Adventure|Animation|Comedy|Family|Fantasy,Shrek the Third,disney spoof|fairy tale|prince|princess|tough guy,English,PG,160000000.0,1.85,810,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",2007-05-17,798958165
Duncan Jones,123.0,46978995.0,Action|Adventure|Fantasy,Warcraft,based on video game|fictional language|fictional war|orc|sword and sorcery,English,PG-13,160000000.0,2.35,68735,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Blizzard Entertainment"", ""id"": 16028}]",2016-05-25,433677183
Alan Taylor,126.0,89732035.0,Action|Adventure|Sci-Fi,Terminator Genisys,alternate timeline|cyborg|future|robot|time machine,English,PG-13,155000000.0,2.35,87101,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Skydance Media"", ""id"": 82819}]",2015-06-23,440603537
Michael Apted,113.0,104383624.0,Adventure|Family|Fantasy,The Chronicles of Narnia: The Voyage of the Dawn Treader,dragon|king|mouse|quest|warrior,English,PG,155000000.0,1.78,10140,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Walden Media"", ""id"": 10221}]",2010-08-13,415686217
Michael Bay,184.0,198539855.0,Action|Drama|History|Romance|War,Pearl Harbor,air raid|black smoke|japanese military|japanese navy|sunday,English,PG-13,140000000.0,2.35,676,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2001-05-21,449220945
Michael Bay,144.0,318759914.0,Action|Adventure|Sci-Fi,Transformers,alien contact|autobot|decepticon|robot vs. robot|teenage hero,English,PG-13,150000000.0,2.35,1858,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""SprocketHeads"", ""id"": 20011}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2007-06-27,709709780
Peter Berg,102.0,227946274.0,Action|Drama,Hancock,bully comeuppance|destruction|prison|superhero|tough girl,English,PG-13,150000000.0,2.35,8960,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Blue Light"", ""id"": 28064}, {""name"": ""GH Three"", ""id"": 41756}]",2008-07-01,624029371
Francis Lawrence,104.0,256386216.0,Drama|Horror|Sci-Fi,I Am Legend,new york city|pandemic|post apocalypse|survivalist|virus,English,PG-13,150000000.0,2.35,6479,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]",2007-12-14,585349010
Tim Burton,115.0,206456431.0,Adventure|Comedy|Family|Fantasy,Charlie and the Chocolate Factory,chocolate|diminution|miniaturization|physical flexability|ticket,English,PG,150000000.0,1.85,118,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Plan B Entertainment"", ""id"": 45778}, {""name"": ""Theobald Film Productions"", ""id"": 55512}]",2005-07-13,474968763
Brad Bird,111.0,206435493.0,Animation|Comedy|Family|Fantasy,Ratatouille,chef|food|french|rat|restaurant,English,G,150000000.0,2.35,2062,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2007-06-22,623722818
Christopher Nolan,128.0,205343774.0,Action|Adventure,Batman Begins,armored car|gangster|gotham|mixed martial arts|social decay,English,PG-13,150000000.0,2.35,272,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Patalex III Productions Limited"", ""id"": 19231}]",2005-06-10,374218673
Eric Darnell,89.0,179982968.0,Action|Adventure|Animation|Comedy|Family,Madagascar: Escape 2 Africa,africa|madagascar|new york city|sequel|zoo,English,PG,150000000.0,1.85,10527,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",2008-10-30,603900354
Shawn Levy,105.0,177243721.0,Adventure|Comedy|Family|Fantasy,Night at the Museum: Battle of the Smithsonian,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,English,PG,150000000.0,2.35,18360,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Museum Canada Productions"", ""id"": 10224}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",2009-05-20,413106170
Gavin Hood,119.0,179883016.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,X-Men Origins: Wolverine,army|civil war|claw fight|commando|wolverine the character,English,PG-13,150000000.0,2.35,2080,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Seed Productions"", ""id"": 9076}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",2009-04-28,373062864
Chris Buck,102.0,400736600.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,Frozen,magic|sister love|sister sister relationship|snow|snowman,English,PG,150000000.0,2.24,109445,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2013-11-27,1274219009
Lana Wachowski,138.0,281492479.0,Action|Sci-Fi,The Matrix Reloaded,car motorcycle chase|one against many|oracle|prophecy|stylized violence,English,R,150000000.0,2.35,604,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Heineken Branded Entertainment"", ""id"": 375}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",2003-05-15,738599701
Alan Taylor,112.0,206360018.0,Action|Adventure|Fantasy,Thor: The Dark World,arrest|portal|thor|warrior|weapon,English,PG-13,170000000.0,2.35,76338,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2013-10-29,644571402
Ron Howard,146.0,133375846.0,Mystery|Thriller,Angels & Demons,conclave|illuminati|murder|reference to bernini|reference to raphael,English,PG-13,150000000.0,2.35,13448,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Panorama Films"", ""id"": 5561}, {""name"": ""Skylark Productions"", ""id"": 8253}]",2009-05-13,356613439
Kenneth Branagh,115.0,181015141.0,Action|Adventure|Fantasy,Thor,battle|marvel cinematic universe|scientist|thor|throne,English,PG-13,150000000.0,2.35,10195,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2011-04-21,449326618
Byron Howard,96.0,114053579.0,Adventure|Animation|Comedy|Drama|Family,Bolt,cat|dog|hamster|new york city|superpower,English,PG,150000000.0,1.85,13053,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2008-11-21,309979994
Hoyt Yeatman,88.0,119420252.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,G-Force,fbi director|guinea pig|household appliance|secret agent|talking mouse,English,PG,150000000.0,2.35,19585,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Whamaphram Productions"", ""id"": 3639}]",2009-07-21,292817841
Jonathan Liebesman,99.0,83640426.0,Action|Adventure|Fantasy,Wrath of the Titans,ares|hades|titan|underworld|zeus,English,PG-13,150000000.0,1.85,57165,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cott Productions"", ""id"": 24175}, {""name"": ""Furia de Titanes II, A.I.E."", ""id"": 24176}]",2012-03-27,301000000
